a,psi,df,lon,lat,mode,v,y,x,t
0.000334813517853,-0.072561531378024,0.009907261600725,-0.212293013930321,-0.157266706228256,Real,0.067944199698185,-0.212293013930321,-0.157266706228256,1722495461.6739
0.00215993698993,-0.072494253256755,0.009907261600725,-0.212300404906273,-0.152623921632767,,0.046030886979395,-0.212300404906273,-0.152623921632767,1722495461.77435
-0.003929383877595,-0.072578510705134,0.009907261600725,-0.214448377490044,-0.147636637091637,,0.053846176610266,-0.214448377490044,-0.147636637091637,1722495461.8748
-0.003911372993328,-0.072461954875814,0.009907261600725,-0.213015392422676,-0.141909912228584,,0.058518264780814,-0.213015392422676,-0.141909912228584,1722495461.97526
0.000492146963957,-0.072332647021794,0.009907261600725,-0.215779602527618,-0.139764457941055,,0.03469631441602,-0.215779602527618,-0.139764457941055,1722495462.07584
-0.005110800252345,-0.072505308874999,0.009907261600725,-0.214781552553177,-0.137226581573486,,0.027029978439157,-0.214781552553177,-0.137226581573486,1722495462.17627
0.004952461160491,-0.07245729361476,0.009907261600725,-0.21370030939579,-0.137168318033218,,0.010735117821121,-0.21370030939579,-0.137168318033218,1722495462.27674
-0.002220246202158,-0.072711298078976,0.009907261600725,-0.21323361992836,-0.143781557679176,,0.065763204692555,-0.21323361992836,-0.143781557679176,1722495462.3772
-0.002776608716357,-0.072516966983227,0.009907261600725,-0.215070307254791,-0.147440403699875,,0.04058594858177,-0.215070307254791,-0.147440403699875,1722495462.47767
-0.000666051578455,-0.072468952558527,0.009907261600725,-0.214318335056305,-0.136913448572159,,0.10460093654672,-0.214318335056305,-0.136913448572159,1722495462.57814
-0.001494371968876,-0.072416877886046,0.009907261600725,-0.209037691354752,-0.13385908305645,,0.060502927871203,-0.209037691354752,-0.13385908305645,1722495462.67862
-0.000340143640811,-0.07241107558382,0.009907261600725,-0.208561807870865,-0.140798449516296,,0.068954514575541,-0.208561807870865,-0.140798449516296,1722495462.77922
-0.042340081119307,-0.072450274285431,0.009907261600725,-0.218234211206436,-0.138533964753151,,0.09848951249464,-0.218234211206436,-0.138533964753151,1722495462.87974
0.040573750926696,-0.072382771568273,0.009907261600725,-0.216747775673866,-0.141004920005798,,0.028578608126719,-0.216747775673866,-0.141004920005798,1722495462.98037
-0.015989778767429,-0.072671980932056,0.009907261600725,-0.208950027823448,-0.143622204661369,,0.081577671289125,-0.208950027823448,-0.143622204661369,1722495463.08089
0.039801563979302,-0.072653723365487,0.009907261600725,-0.213276714086533,-0.149090468883514,,0.069152580628461,-0.213276714086533,-0.149090468883514,1722495463.18139
-0.035589329971324,-0.072198826855662,0.009907261600725,-0.209299519658089,-0.164065644145012,,0.153557256808711,-0.209299519658089,-0.164065644145012,1722495463.28189
0.021205911283728,-0.072300571721106,0.009907261600725,-0.211512133479118,-0.16129045188427,,0.035207882538838,-0.211512133479118,-0.16129045188427,1722495463.38234
-0.008868962656909,-0.072628488586196,0.009907261600725,-0.224318236112595,-0.172216296195984,,0.166894613471001,-0.224318236112595,-0.172216296195984,1722495463.48282
0.033278769886019,-0.072713714297609,0.009907261600725,-0.224250599741936,-0.172481939196587,,0.0027176724482,-0.224250599741936,-0.172481939196587,1722495463.58326
-0.0260151273112,-0.072542005551882,0.009907261600725,-0.217354282736778,-0.1667799949646,,0.088689945699611,-0.217354282736778,-0.1667799949646,1722495463.68373
0.011260757574499,-0.072339737347889,0.009907261600725,-0.224911898374557,-0.158925965428352,,0.108108833475509,-0.224911898374557,-0.158925965428352,1722495463.7842
-0.003179527147647,-0.072493774219665,0.009907261600725,-0.215656951069832,-0.151280447840691,,0.118992009474743,-0.215656951069832,-0.151280447840691,1722495463.88467
-0.042278663096485,-0.07241627354016,0.009907261600725,-0.223895892500877,-0.143561884760857,,0.111938311866451,-0.223895892500877,-0.143561884760857,1722495463.98512
0.099475358563248,-0.072449781129297,0.009907261600725,-0.218752279877663,-0.138607397675514,,0.070819221974863,-0.218752279877663,-0.138607397675514,1722495464.08569
0.29622454770777,-0.072350025071943,0.009907261600725,-0.214032873511314,-0.140685051679611,,0.051121347266331,-0.214032873511314,-0.140685051679611,1722495464.18618
0.625667562795974,-0.072697646181855,0.009907261600725,-0.212446674704552,-0.142956852912903,,0.027469100099978,-0.212446674704552,-0.142956852912903,1722495464.28673
0.837900640336866,-0.072726471836263,0.009907261600725,-0.213827535510063,-0.144093543291092,,0.017732447300541,-0.213827535510063,-0.144093543291092,1722495464.38729
1.09167707017631,-0.07270389902798,0.009907261600725,-0.212754487991333,-0.139251381158829,,0.049170712728108,-0.212754487991333,-0.139251381158829,1722495464.48783
1.30012396853423,-0.072925664300822,0.009907261600725,-0.211918845772743,-0.117507681250572,,0.215726069717484,-0.211918845772743,-0.117507681250572,1722495464.58843
1.42398458727007,-0.072516479617446,0.009907261600725,-0.203796789050102,-0.077390983700752,,0.405796708350909,-0.203796789050102,-0.077390983700752,1722495464.68901
1.54048642259065,-0.07273725212929,0.009907261600725,-0.208813279867172,-0.028391962870956,,0.488616696013258,-0.208813279867172,-0.028391962870956,1722495464.7895
1.62367500087899,-0.072610705910857,0.009907261600725,-0.20046329498291,0.020414682105184,,0.49084450879294,-0.20046329498291,0.020414682105184,1722495464.89002
1.49750741145365,-0.072146861200204,0.011558471867512,-0.201503321528435,0.080360934138298,,0.594201060301086,-0.201503321528435,0.080360934138298,1722495464.99061
1.35043806423507,-0.071876529300488,0.011558471867512,-0.197543948888779,0.153204888105392,,0.723666523340068,-0.197543948888779,0.153204888105392,1722495465.09124
