Timestamp,Min Distance,Feedback Speed
1723889124.9439328,100,0.7240174044451887
1723889125.0424888,100,0.6613213124750036
1723889125.142785,100,0.47048658544531596
1723889125.242875,100,0.2645519356419299
1723889125.3415232,100,0.6118415989540533
1723889125.442351,100,0.34770712619979743
1723889125.5426037,100,0.3552532798786852
1723889125.6427104,100,0.34570827377725655
1723889125.7443979,100,0.5442286552406421
1723889125.8423302,100,0.46734578570658314
1723889125.9502444,100,0.3687429130228644
1723889126.043408,100,0.38694242964386216
1723889126.1450236,100,0.4070032994547644
1723889126.2416341,100,0.41780941756738166
1723889126.342506,100,0.4064722861330209
1723889126.4410691,100,0.4274748496418225
1723889126.5454664,100,0.3550681400732888
1723889126.6418357,100,0.37175529079031955
1723889126.7416348,100,0.36700511629295884
1723889126.8427892,100,0.2953636708114633
1723889126.942654,100,0.4520521744540028
1723889127.0421066,100,0.4520521744540028
1723889127.1423225,100,0.39124035363765547
1723889127.2438085,100,0.4886631123241634
1723889127.3427973,100,0.6741287762200096
1723889127.4420106,100,0.12370497220041853
1723889127.5419207,100,0.49282680722502814
1723889127.642103,100,0.26858683854553256
1723889127.7414486,100,0.3897580733607589
1723889127.8436146,100,0.39795259381702314
1723889127.9431748,100,0.3897068827898188
1723889128.041805,100,0.44574789418946875
1723889128.141967,100,0.46379333570185144
1723889128.242185,100,0.47954342643969844
1723889128.3440886,100,0.183229631833707
1723889128.4418821,100,0.856531413626521
1723889128.5423706,100,0.3697672048461962
1723889128.6422515,100,0.6551089897714716
1723889128.7419002,100,0.22744047165899467
1723889128.843068,100,0.4101204284595443
1723889128.941899,100,0.4150937627637132
1723889129.0421069,100,0.2725976167631823
1723889129.1433618,100,0.21160529042540335
1723889129.2423794,100,0.609350955662926
1723889129.3424206,100,0.5251662290322838
1723889129.4421382,100,0.04765573389795451
1723889129.5428286,100,0.7435093698696172
1723889129.6416156,100,0.4707103530756844
1723889129.7422638,100,0.41679477903550133
1723889129.8421345,100,0.5808002037067086
1723889129.9415212,100,0.2944899836697025
1723889130.0422728,100,0.1488875707894388
1723889130.1422992,100,0.22259540292660018
1723889130.2431126,100,0.562598290343866
1723889130.3421972,100,0.30639134738737994
