Timestamp,Min Distance,Feedback Speed
1723895146.8587427,100,0.7688569859595308
1723895146.9589934,100,0.536111451694878
1723895147.059183,100,0.39762272779068597
1723895147.159532,100,0.7789255715319016
1723895147.2622292,100,0.054535095034021694
1723895147.3604143,100,0.36230320587164283
1723895147.4603395,100,0.17400190185779138
1723895147.5605135,100,0.20850668991794233
1723895147.6604495,100,0.28520072137860697
1723895147.7590601,100,0.46343879294840495
1723895147.8595715,100,0.3493537503098445
1723895147.961316,100,0.8738799486032678
1723895148.0604413,100,0.3415268362137475
1723895148.1604517,100,0.4947025796053756
1723895148.260483,100,0.4386140550506972
1723895148.3603852,100,0.3600598256989888
1723895148.4605558,100,1.0731857172039327
1723895148.5596616,100,0.4250021848484602
1723895148.658719,100,0.5057074017512435
1723895148.7596018,100,0.21346758104594654
1723895148.8605242,100,0.5328064007853425
1723895148.9606345,100,0.8165984604911671
1723895149.0593426,100,0.42865776155939633
1723895149.1590126,100,0.5720697210649568
1723895149.2589126,100,0.33479018657005827
1723895149.3591533,100,0.3491357246080498
1723895149.459035,100,0.869228397276456
1723895149.5587306,100,0.4568331114500368
1723895149.6591518,100,0.10763953758245864
1723895149.759183,100,0.7227342009727902
1723895149.8654952,100,0.23631422380648792
1723895149.9595587,100,0.5112476962486894
1723895150.058634,100,0.026179110394252157
1723895150.1592379,100,0.42823587134581825
1723895150.2592437,100,0.19326244732392456
1723895150.3596578,100,0.8735110275635983
1723895150.4607232,100,0.4625844712636571
1723895150.5593073,100,0.3988891428224674
1723895150.6602893,100,0.2556916124628539
1723895150.7608528,100,0.3763104661394256
1723895150.85871,100,0.32953669262397545
1723895150.95895,100,0.2035903466348121
1723895151.0594435,100,0.9566436181291055
1723895151.1591623,100,0.0936897911866389
1723895151.2597737,100,0.3706274395612998
1723895151.359622,100,0.1193355989752071
1723895151.4609876,100,0.1193355989752071
1723895151.5595074,100,0.6647509502084048
1723895151.6591403,100,0.6647509502084048
1723895151.7596085,100,0.5412884770296219
1723895151.8609936,100,0.40740524444431514
1723895151.9597154,100,0.5192292268948159
1723895152.0595648,100,0.5192292268948159
1723895152.1588674,100,0.6850275920468266
1723895152.259905,100,0.608920107960399
1723895152.3599315,100,0.33800269721524134
1723895152.4611056,100,0.49479405696137513
1723895152.5610847,100,0.4344963110553249
1723895152.6615503,100,0.17559440677421745
1723895152.7597127,100,0.5786238638285407
1723895152.859572,100,0.2867355113731866
1723895152.9598522,100,0.46076462515788785
1723895153.0599465,100,0.2964266513867035
