Timestamp,Min Distance,Feedback Speed
1723895028.0456264,100,0.21085818041861004
1723895028.1463568,100,0.23521129638890967
1723895028.2456412,100,0.5256321879746431
1723895028.3474667,100,0.5094923288660799
1723895028.4528763,100,0.3949344965305146
1723895028.5549278,100,0.5028193505549765
1723895028.650526,100,0.417537310933244
1723895028.7566407,100,0.5426616406782625
1723895028.844863,100,0.529760067622057
1723895028.9446666,100,0.3554479458294844
1723895029.0451603,100,0.7184239800563201
1723895029.1460671,100,1.2473247514531915
1723895029.2447424,100,0.7810332347994433
1723895029.3470287,100,0.8333862233198872
1723895029.444798,100,0.19146275908587995
1723895029.544989,100,0.5870192887927039
1723895029.6451952,100,0.9985624281198234
1723895029.7457416,100,0.15244378091405572
1723895029.8457475,100,0.20773600011064647
1723895029.9448464,100,0.028414293732560856
1723895030.0461829,100,0.8583798271435794
1723895030.145121,100,0.6657019407938259
1723895030.2453947,100,0.8284277370071766
1723895030.3471713,100,0.2003693053126424
1723895030.4481194,100,0.5897837382394319
1723895030.5466635,100,0.6502837910998577
1723895030.647101,100,0.4704914521872241
1723895030.7438686,100,0.43786132386648124
1723895030.8455575,100,0.3302135683221485
1723895030.948863,100,0.5379049729591826
1723895031.0450337,100,0.35029604137221465
1723895031.1467066,100,0.5584959004074296
1723895031.2457588,100,0.32198048075653574
1723895031.3453403,100,0.5310211816150968
1723895031.445353,100,0.4711426740090213
1723895031.5461557,100,0.4711426740090213
1723895031.6463642,100,0.3963065527505329
1723895031.7440464,100,0.2721590212722686
1723895031.8440878,100,0.4094211061471271
1723895031.9442117,100,0.43482089617966624
1723895032.0452533,100,0.37478162860286734
1723895032.144573,100,0.4831673891980731
1723895032.244102,100,0.8902086183063314
1723895032.3451903,100,0.23508472305917716
1723895032.4450018,100,1.0640889703894065
1723895032.5443013,100,0.306423958076237
1723895032.646207,100,0.5108590918545183
1723895032.7463377,100,0.2721515809635722
1723895032.8451421,100,0.2721515809635722
1723895032.945601,100,0.6220115793356391
1723895033.0524793,100,0.5680185793734281
1723895033.150856,100,0.5680185793734281
1723895033.245827,100,0.39191759665326603
1723895033.346241,100,0.4723682239369122
1723895033.4459968,100,0.6764646155315815
1723895033.5452356,100,0.6764646155315815
1723895033.6454866,100,0.46703162542549287
1723895033.7458017,100,0.15036965445090927
1723895033.8450942,100,0.26877579822772646
1723895033.9454105,100,0.20226847772137524
1723895034.0448134,100,0.6239912724140855
1723895034.1449707,100,0.18071299417738892
1723895034.2449148,100,0.46426247328159653
1723895034.344541,100,0.40874621554068485
1723895034.444558,100,0.38412216949075734
1723895034.5444524,100,0.3519369978725374
1723895034.6446612,100,0.5917787306049506
1723895034.7465181,100,0.2624870682631275
1723895034.8444636,100,0.8064889101552131
1723895034.9452646,100,0.937821096189974
